full_text,user_id,user_name,user_location
"Scott Morrison to be PM of Australia, defying majority speculations and exit polls so let's hold our horses till may 23rd.
Although Australia has mandatory voting and a record 16.4 million voters enrolled for the election.
#ExitPoll2019
#2019Elections
#AbHogaNYAY
#",80243842,dinesh gautam,
Winning the wealthy and losing the workers: how Labor's Victorian vote transformed https://t.co/UY2wR6BoHc,1.11E+18,andymilesishere,"Brisbane, Queensland"
@ShashiTharoor Exit Polls suggest only the obvious.People are happy with Modiji's performance and gladly give him second term. And in Australia there was a difference of 1 % vote share only which can lead to totally different results. Here it is not the c,2197998512,CHOWKIDAR V.ANANTH BJP400+,"TAMIL NADU, INDIA"
Australia’s Election Outcome an ‘Incredible Shock’: Lecturer Sheppard https://t.co/1lOshMuMxu,1.06E+18,Election News Bay,Global
Working-Class Voters Deliver a Win for Conservatives in Australia https://t.co/lEidBOeAoB,1.06E+18,Election News Bay,Global
Australia’s election: what the hell just happened? https://t.co/SvC1LpXUpF,1.06E+18,Election News Bay,Global
Australia election: Morrison’s coalition poised for historic win https://t.co/zanfnkMRQz,1.06E+18,Election News Bay,Global
UPDATE 1-Australia shares rally on surprise conservative election win https://t.co/B4hnVHsXx0,1.06E+18,Election News Bay,Global
Australia shares rally on surprise conservative election win https://t.co/PtF2jvAI43,1.06E+18,Election News Bay,Global
"Evolution Mining Chairman on Australia’s Election, Gold Prices https://t.co/cRDjPw1Ded",1.06E+18,Election News Bay,Global
@ThomasSowell So pleased Australia didn’t vote for the guy who’s wanted to be Prime Minister  since he was 11.,398565257,Lara,
UPDATE 2-Australia shares hit 11-year peak on surprise conservative election win https://t.co/5a4RBYdYVC,1.06E+18,Election News Bay,Global
豪総選挙、与党保守連合が下院過半数を獲得 https://t.co/gOZnPriORt 2019-05-20 13:12:47,109137251,ロイター　ビジネスニュース,
Australia Election Results: Scott Morrison set to return as PM with shocking majority https://t.co/1QWpFLyWoM,1.06E+18,Election News Bay,Global
Australia’s conservative coalition secures parliamentary majority https://t.co/QGj053hw1U,1.06E+18,Election News Bay,Global
Les australiens n’ont suivi les instructions des sondeurs et du NYTimes et CNN.     #Australia conservative coalition appears poised to win outright majority @CNBC  https://t.co/oM4oSoBtlZ,1898858948,Pierre-Yves Dugua,"Washington DC, USA"
"@kimmee_gee @samanthamaiden Sorry hon
I didn't vote for them either

I feel sad (not angry) as it seems Australia has just left our kids (not the wealthy kids. Although they still have to live on the same planet, watch the extinction of species &amp; in a",1.12E+18,BevmP,
"A good read .... for everybody - some hope for ALP, some caution for LNP.   Australia will continue on ... in good, bad, left, right, caution and change.  

Labor's bitter lesson: change is hard to come by in this country https://t.co/l4wM5g5N94",1070099934,Geoff Ward,
Banks Surge in Australia on Morrison’s Shock Election Win https://t.co/RyuTnyuo2q,1.06E+18,Election News Bay,Global
"AUD jumped after Australia’s national election.  But we expect AUD to fall back to its early 2016 levels if Reserve Bank Governor Phil Lowe talks up the risk of rate cuts.  I discuss my views in this week’s video with Belinda Allen, Senior Economist of Co…https://t.co/7bbe9Cklt1",425645296,Joe Capurso,"Sydney, New South Wales"
UPDATE 1-Australia shares rally on surprise conservative election win https://t.co/uqoapcigaO,1.06E+18,Election News Bay,Global
WHY AUSTRALIA WAS BLINDSIDED: Red flag even Shorten didn’t see https://t.co/eqXUAduGsr https://t.co/qUljxMKFYB,58957861,Sydney News Now,Sydney Australia
"@samdastyari @SenatorWong @cpyne @Tommy_little Sam it makes me so sad to say this, I just don’t think Australia is progressive enough to vote for her. 😢",85551760,David,"Brunswick, VIC, Australia"
"""What a depressing day, i have been in Australia for 70 year's and have never before felt like some thing has be..."" https://t.co/INFjBYkEd3",609488300,Maya Van Rol,
"If only this was Australia's election results.
Fiction wins today. 
#Election2019 #AusVotes2019 #ausvotes19 #auspol #GameOfThronesFinale https://t.co/pv7aYHQsiQ",8.52E+17,Mel Coutts 🦋,Australia
"Australia election fragments: Forget the aggregate voting figures. Go to the AEC electorate page and look at the booth by booth figures in coal electorates in central Queensland:

https://t.co/WHX6KqNPLS",1.02E+18,John Moran,"Brisbane, Queensland, Australia"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/oLiAnqkEk6,561159286,World News,
"So, I’m up here in Canada and it’s the day of GOT finale n I couldn’t care less bout ne thing else. But I heard 🇦🇺 had n election n they did something bad. Aussies proved what white supremacists they r n voted inappropriately.🤣 Way to misbehave Australia! Congrats 🇦🇺#auspol",68767653,Th3rd DRE 3Dimension Resource Expansion,"Ontario, Canada"
It Was Supposed to Be Australias Climate Change Election. What Happened? https://t.co/DfwfdAjogI https://t.co/cg1gbC4zHp,135676285,hypervocal,
"Asian shares mixed, India and Australia up on vote outcomes https://t.co/5xrg48o534",9.63E+17,Business News,"Boston, MA"
The Climate Election was won by a coalition with very little interest in tackling the number one issue of our generation. Australia really let itself down this weekend.,461025867,hala,"Melbourne, Kulin Nations land"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/apw0TwjZIp https://t.co/0FTUZdB7hm,107150361,Fábio,São Paulo
"@SalviniforPOTUS @Jonathan_Witt @vdare @RitaPanahi @GrayConnolly I did not know about this election yet..just asked my husband and he said a Conservative won. Where have I been, yikes. This is terrific! Congrats to all Australians for dodging the globalis",568857103,Meghan Farris,
"Asian Shares Mixed, India and Australia up on Vote Outcomes - https://t.co/dE0votTUsH",8.16E+17,greeen,
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト [Reuters: トップニュース] https://t.co/PZCCZtG4ou,225726395,Mumble_away,
"Asian shares mixed, #India and #Australia markets up on vote outcomes https://t.co/ooWW9LovLu",3246807079,"Australia India Institute, Delhi",New Delhi
"@muso1947 @thebettinaarndt @mathisnatural We can address 'men's issues' without being anti-women, Bettina. It's unnecessary and nasty. This election was not about men and women, it was about the future of Australia, which is not currently on a good trajec",353570235,Time's Up - ResistPersistWitch #LatteSippingElder,"Melbourne, Australia"
Australia's shock election results are drawing comparisons to Trump's 2016 win https://t.co/WgCgf6vgcl,139647921,Joshua Powell 🇺🇸,"Eugene, OR"
"@PeterPhelps68 Fixed:

&lt;insert your side&gt; when they lose election: “Well the Party ran a poor campaign, and our pre-election policy work was inadequate”

&lt;insert other side&gt; lose election: “AUSTRALIA IS A BUNCH OF STUPID &lt;other side's",16304130,John 🔴⚫⚽⚫🔴,"Sydney, Australia"
"Tom Switzer:   #Australia’s #Left Loses an Election It Was Sure to Win  --  Voters shock the media in a result that echoes the victories of #Brexit and Donald #Trump in 2016.   
 https://t.co/ounkaO9WPq via @WSJ",2391812250,L H Brok,
"@ShashiTharoor Haar swikar nai hogi yehi congress ka satya nyay hai. #CongressMuktBharat hoga he. #DeshModiKeSaath hai #CongressNeverAgain dats true. Aap Australia, Italy aur Pakistan se bhi election lado. #congressharamkhorhai #rahulgandhilies every time",308428507,Hitesh Sota (ThaKkaR)                👉Chowkidar👈,"Mumbai, India"
Australia's conservative coalition secures parliamentary majority https://t.co/SRzV6cXZiO,14238519,Mitch's Muse,USA
Scott Morrison's frontbench a new challenge following success at federal election 2019 and recent retirements - Australia Votes - Federal Election 2019 - Politics - ABC News: https://t.co/LLHb9oxRu3 #auspol #australiapm,1706358680,PM of Australia News,Australia
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/jHd5QG1nHe,9.84E+17,超入門FXブログ,日本
"'I've always believed in miracles', Australia's Christian PM heads to church after unexpected re-election - Premier https://t.co/uEIg2sVAIS",1.11E+18,Hope,
"Western Australia basically ignored Clive Palmer.

Thanks for following along. Got any requests for election data or theories you want tested? Get in touch.

📸 AAP Alan Porritt https://t.co/Sirlm3l4jh",6333122,Jackson Gothe-Snape,Canberra
Australians reject global warming delusions https://t.co/o9tmoGpes7,24431556,Georgia Log Cabin,"Georgia, USA"
"Please vote for FOUR PAWS Australia to share in $50,000 https://t.co/XKzOoaz25X",1391225004,Lawrence,"Castle Hill, NSW, Australia"
@vanbadham @acobb83 This is also enlightening - really big data https://t.co/MFGqiH26uP,2962112305,"Scooter Bodgie goes bot, bot, bot",Magnetic Island
"The polls said this would be Australia’s climate change election, when voters confronted harsh reality and elected leaders who would tackle the problem. What happened? https://t.co/Gtcth4iiQt",1877831,New York Times World,"New York, London, Hong Kong"
"""We live in Melbourne and we call it Naarm, which we think gives us licence to scoff at racist Queenslanders and how we’re so not like them."" 
👏👏👏👏 @bvrcoe distilling so many of my feelings so eloquently in @junkee https://t.co/zWFdp9R8BL",628124093,Katherine Smyrk,Melbourne
"Australia's Prime Minister Holds Onto Power, Defying Election Predictions https://t.co/o9Sqmu7ASw",96900937,NDTV News feed,
"I'm not sure why everyone is using Australia #ExitPolls example. 

The country has 151 member house. Conservatives were ruling with a slender thin majority 75:73. #PollsOfPolls predicted a Labour comeback by 51:49 (vote ratio). Conservatives are returning with 74:66 majority.",9.95E+17,Rahul Verma,Delhi/ Lucknow / Berkeley
https://t.co/suGF9HDtDW,8.65E+17,ponsaya388,
"How handy, the day after, not the day before the election Fran Kelly @RNbreakfast discuses Australia’s worsening economy. 

#MSMfail  #auspol  #AusVotes2019 #LNPfail  #ScumMoFail  #CorruptionInCharge",2493680862,💧Can't Bear It,Regional Australia
@DylanMatthews91 @Sammachook Safe to say that the Libs lies and fear campaigns about the ALP policies got cut through! Truth was a victim in this election campaign - but it always is. ALP were stupid for trying to drive a vision for a fairer Australia rea,17461068,Tim Sheedy,"Sydney, Australia"
In coal we trust: Australia's voters back PM Morrison's faith in fossil fuel - Reuters https://t.co/2GyjhaxFpW,40947292,O'tega Ogra,The Present...
"@ttf congratulates @ScottMorrisonMP  and his Coalition government on Saturday night’s election win. We look forward to working closely with the new Government to ensure that we can keep driving Australia’s tourism, transport and aviation industries fo",52379076,TTF,Australia
"This means the election riggers in Australia have been neutralized.

Imagine if we finally have an honest election process here. 🇨🇦
#PPC2019 
@peoplespca https://t.co/z4Pc36E5Un",1.12E+18,🇨🇦 Bloomin' Jack Nationalist,The Nation of Canada
"Asian shares mixed, India and Australia up on vote outcomes - https://t.co/o4ihvosJiK https://t.co/ZDyi9GPGxv",8.19E+17,Finanz.dk,
"@Peter_Fitz My forecast - With the best will in the world she will achieve little. Next election she will be replaced by a moderate Liberal. We'll see.

As to climate change, the top 3 emitters produce 50% of emissions, the top 10 (doesn't include Austral",478058753,Brian Howard-Clarke,"Redlands, Queensland."
"#Mayawati won't be attending any meeting with Opposition leaders in Delhi today, the #BSP clarified after reports said she will be meeting ​UPA chairperson Sonia Gandhi and #Congress president #RahulGandhi in Delhi.

Follow LIVE updates here: https://t.co/fUGHs5Q5pq https://t.co/HSqFKbalxu",256495314,Firstpost,"Mumbai, India"
"Asian shares mixed, India and Australia up on vote outcomes https://t.co/FBJuSKImIr https://t.co/qkWgt9crgc",1881157477,ABQJournal Business,
Australia’s Left Loses an Election It Was Sure to Win https://t.co/QKMKDxHOMW,8.71E+17,#aupol news,Australia
"2pm

""There is talk of a potential court challenge over the signs (in the seat of Chisholm), which mimicked official Australian Electoral Commission signage (and which said ""Vote 1 Liberal"").""

https://t.co/byHJbLCtkv",164178673,Ed Hunter,Australia
"Miracle don't happen in elections, foreign meddling happens. Just saying.

Scott Morrison: How Australia's PM built a 'miracle' election win
https://t.co/UTUtVmZw7a",93617397,McAkins Online,Third Rock from the Sun
"'We have lost Australia for now,' warns climate scientist in wake of election upset https://t.co/vLWjz8m1Hd via @thinkprogress",1.09E+18,NewsPlus @ Power of Democracy,"Hyderabad, India"
"@newscomauHQ Enlightening that retirees would rather switch their vote to keep the money flowing rather than see a better Australia.

#auspol",5096991,Hambo,"Trinity Beach, QLD Australia"
"@leighsales @latingle Will we see journos starting to ask LNP questions re monies to Barrier Reef, Paladdin, Watergate, Welfare Cards? Election lies re Labor policies? Total lack of forward vision for Australia?
Guess it doesn't really matter, too late no",1.00E+18,💧JillofallTrades,"Gladstone, Queensland, Australia"
"Excellent

Let The Dream Of The People Fulfilled Now

BBC News - 2019 Australia election: Morrison's coalition close to shock majority
https://t.co/wz3IIoRkDk",510553586,Ramendra Nath Ray,"Kolkata, West Bengal, India"
"@MRobertsQLD Josh - what exactly is the “science” of “climate change”?  Will you be prepared to actually publicise what this is, and be prepared to defend it in a public forum? The people of Australia, in Saturday’s election, voted against all t",9.67E+17,brandonp,"Sydney, New South Wales"
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト １８日に投開票された豪総選挙は、モリソン首相率いる与党・保守連合が下院（定数１５１）で単独過半数を獲  https://t.co/hxBqMFGWpC,3148258632,Trader情報まとめ,
"Post-election, Australia's government faces a range of human rights challenges. Among the most pressing, is the fate of hundreds of refugees &amp; asylum seekers who remain on Manus &amp; Nauru. Enough with the politics, these people deserve freedom &amp; safety immediately. https://t.co/fwhwkvU51Z",291673084,Elaine Pearson,"Sydney, Australia"
"Conservatives look set to form gov’t after Australia vote
 https://t.co/EabwnRRDME",7.42E+17,News SummedUp Canada,"Ontario, CA"
"@putt1ck @ddale0000 @noUKIPhere @britainelects @YouGov STV is not a great system either, what you will find is there are more fractured right wing parties and they tend to clump together and harvest preferences. Look at Australia's election over the weeke",175176086,Buckethead the Enigma #FBPE,
Conservatives look set to form gov't after Australia vote https://t.co/DNt85x5Jxd https://t.co/XcLTCc5CPO,71080496,NEWS 1130,Vancouver
"Australia Elections 2019: Fraser Anning Out, Clive Palmer Fails, Jacqui Lambie Back: The New Look Senate https://t.co/GIaigOjNV3",18815857,easygoing48,
"@mirandadevine I'm disgusted at the comments from so many after the outcome of this election. Not Australian at all, but it would appear their whole attitude to how Australia should run isn't ""Australian"" either. Very happy with the outcome. Labor are muc",619867419,Peter,"Sydney, NSW"
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – Politics Live https://t.co/imR0jHwMUY,164178673,Ed Hunter,Australia
"Watch ""Australia's SHOCK Election Result - The Trump Effect?"" on YouTube https://t.co/KNPvFcIKCS",40680086,Patricia Hilty,California
"Required reading from @bvrcoe #auspol

https://t.co/XHIRLB8CcC",34857269,Caleb Triscari,Narrm // Melbourne
"@beneltham @Gcampbell6 I think we have a structural problem to overcome:

Clive Palmer’s United Australia party is currently polling 3.4% of the national primary vote in the lower house. This party did not contest the 2016 election, so all of these vote",8.23E+17,Gary Matthews 🐕 🐺 ⚓,Australia
"Media Acknowledges President Trump's Successes on Australia's ""Miracle"" Election - Geller Report https://t.co/F1tbo8MZta",2986748559,IKTHH,"Oregon, USA"
"Tras padecer el verano más caluroso de su historia reciente, #Australia confirma en el Gobierno a la coalición que se niega a recortar las emisiones de carbono / It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/cOBjANTq5Y",27658009,Monica G. Prieto,Shanghai
"@bowledgary @inmybackyardpls @ScottMorrisonMP Hasn't changed still a minority government
Lib 75 lab 65

https://t.co/9pa6lDfUNV",9.34E+17,TIM TAM,
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? | Brigid Delaney https://t.co/17BGeekdVK",609488300,Maya Van Rol,
"Working-Class Voters Deliver a Win for Conservatives in Australia....Maybe the workers,  the producers of the world are getting tired of the BS....   https://t.co/8UROWHKXnr",107618207,Gordy Olds,"Bacolod City, Philippines"
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/gOZnPriORt 2019-05-20 12:31:51,109137251,ロイター　ビジネスニュース,
Conservatives look set to form gov't after Australia vote https://t.co/Ri9028Zt1F,3293902622,Dango Test,
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/wm57iILXnq ::ロイター,108641893,株式情報市場,
"5) There was a real split of policies between the major parties at this election. Surprisingly, immigration wasn't won of them. Here's why: https://t.co/3eghTPpyMv via @bopinion https://t.co/VouXjDWGNh",606571099,Bloomberg Australia,Sydney
"4) So who is the self-proclaimed ""miracle man"" who won the unwinnable election, becoming a new conservative hero in the process? And what was his strategy to victory? https://t.co/ofGjuVRiWJ #auspol https://t.co/RAup3ZRHmy",606571099,Bloomberg Australia,Sydney
"2) The shock Australian election result has wide-ranging implications for a slew of listed companies, from banks 💰 to builders 🏠 and resources firms. https://t.co/YF01ggkDUu #AusVotes2019 https://t.co/r7PykXtiPH",606571099,Bloomberg Australia,Sydney
"THREAD 1) Australia produced a shock election result, electing to keep PM @ScottMorrisonMP's conservative government for another 3 years despite polls pointing to a win for left-leaning Labor.

How did it happen and what does it mean? @JasonVScott explains https://t.co/CWxOv2VBiF https://t.co/KeyK4hLRNI",606571099,Bloomberg Australia,Sydney
"HEADLINES: Asian shares mixed, India and Australia up on vote outcomes https://t.co/Q3BV0BLSjT",23788966,Talk 1370,"Austin, Texas"
"2/2
X22Report Episode 1871a
Published on May 19, 2019

.........Control is returning to people. In Australia the MSM was completely wrong and Morrison won the election. Nations are rejecting globalism and Merkel has lumped the US with China and Russia.
https://t.co/UziwIyun1C",8.04E+17,Maria Battles,"California, USA"
"Evolution Mining Chairman on Australia's Election, Gold Prices https://t.co/IQuimbePBK",606571099,Bloomberg Australia,Sydney
"#IHATEBILLTOO   LAP IT UP QUEENSLAND - SCOMO IS YOUR DEATH MARCH TO THE FUTURE        'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? | Brigid Delaney https://t.co/d5bZo0qu43",617621897,Neil Walsh,
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト １８日に投開票された豪総選挙は、モリソン首相率いる与党・保守連合が下院（定数１５１）で単独過半数を獲  https://t.co/OZftuUeviC,839296430,バイナリーオプション入門,
"Professor Brian Schmidt is a Nobel Laureate in physics and the vice-chancellor of the Australian National University.

#Australia #AustraliaDecides
#australiavotes2019

https://t.co/SDh64LC4QY",2193361224,prazad d'zouza,sydney
Australia's SHOCK Election Result - The Trump Effect? https://t.co/u6OzrmrpT1 via @YouTube,425965015,Blue Apple,"Ontario, Canada"
"Election was NO MIRACLE.  but a cleverly engineered Hi JACKING by the BIG END OF TOWN.  Shorten and LABOR warned you all.  
Australia needed to save itself by everyone voting LABOR and no Minors. 
Enjoy next 3 years of Bankers in Control
Oh Happy Days😱😱😱😱  9yrs of LNP Chaos https://t.co/CZ5ZWCs9vD",755230592,Denise Brailey,Western Australia
"@AntonyGreenABC The only question remaining; Is this Australia’s first purchased election or our second? Guess it depends on whether you rate Turnbull’s spend as a real purchase, it sure was paltry compared to Clive’s",938489083,💧Elizabeth Marr,
"New Article: Asian shares mixed, India and Australia up on vote outcomes 

https://t.co/7E9329Dlqs 

#businessNews May 19, 2019",7.91E+17,HEDGE energy,ask why?
"""Asian Shares Mixed, India and Australia Up on Vote Outcomes"" by The Associated Press via NYT https://t.co/b5ylc9lcGv",42611349,kanu,東京都町田市
Australia’s conservative coalition secures parliamentary majority https://t.co/k7W8cFLIxR... https://t.co/5P1XtFpW7V,241110794,Manfred Rosenberg,Canada
@TheTomSwain I just watched that! Funny because we just had an election here in Australia.,14395138,alicia bee,australia
"Labor begins election defeat postmortem with internal blame game https://t.co/jISBKarWma
It needs some thought not scapegoats. They underestimated the sheer weight of Palmer's spending and the need to counter. Policy depth likely to cost some votes but should've been simpler",2607006139,💧Don Wilson,"Portland, Victoria, Australia."
Australia’s conservative coalition poised for parliamentary majority: analyst https://t.co/ORe1zDV2ih... https://t.co/5bUnQhXWCJ,241110794,Manfred Rosenberg,Canada
Australia shares hit 11-year peak on surprise conservative election win https://t.co/W7rJ8qdR7k,166528873,EIN World News,"Washington, D.C."
"Asian shares mixed, India and Australia up on vote outcomes https://t.co/nE0NC2KTJK https://t.co/WYhAuOFaOX",24905550,WOKV News,"Jacksonville, FL"
Australia shares hit 11-year peak on surprise conservative election win https://t.co/Kc97gAUBY8,166554462,EIN Mining News,"Washington, D.C."
"@RealMAGASteve: Australia Election: A Shocking Defeat Of The Left, Despite MSM And Polls Predicting Otherwise  This is exactly what President ⁦⁦⁦@realDonaldTrump⁩ is going to do to the left in the 2020 election despite polls and the MSM. https://t",1.08E+18,PollyannaD60,United States
2019 Australia election: As it happened – BBC News news https://t.co/scstm5NI3j,177610749,Rainer Ebbers,
"Asian shares mixed, India and Australia up on vote outcomes https://t.co/3yF6k3sSE1 https://t.co/iGtKmfSVIO",18205191,NEWS102.3 KRMG 🎙 📻  🎧,"Tulsa, OK"
"@p_hannam @ChristineMilne @smh Fish don't vote.

Liberal + Nats say this is the price Australia must pay to keep giving wealthy farmers increasibg subsidies, and 4% of the population more than $5+ Billion every year.",819146868,banksiasong,
"The Australian stock market has surged to an 11-year high as investors react to the Coalition's unexpected federal election win. #AusPol #9News
https://t.co/1PyGYT8ugh",34807004,Nine News Gold Coast,"Surfers Paradise, Gold Coast"
"""The history of Australia is... a history of the right, not the left; from the perspective of 2019, this history appears as the suppression, co-option and ultimately destruction of working-class resistance.""

A @Deakin historian surveys #AusVotes19: https://t.co/aj1JOaiEFB",224495471,The Conversation,Australia
Ten reasons Labor lost the unlosable election | The Spectator Australia https://t.co/RkvSOtwmD6,2209979718,Valerie Pym,North Queensland Mackay
"@narendramodi ""उम्मीद पर दुनिया कायम है ..२३ तारीख कांग्रेस की आखिरी उम्मीद है "" Firstpost: Exit Poll Results 2019; Lok Sabha Election LIVE Updates: 56 exi",1.11E+18,Alakh Niranjan @Alakh Niranjan,
"AUSTRALIA: After Federal Election 2019, screen sector faces policy void https://t.co/vZGSZ48Fw7",2653240458,Anna Grega,
How the fvck did this election come down to a coal mine that most likely will never operate? Australia's soul sold for a lump of coal. #auspol #Adani,815208284,Genevieve,
"despairing ! 'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? | Brigid Delaney https://t.co/E9azfc4P3H",85198985,Helen Vatsikopoulos,Sydney
"豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト

#fx#為替#お金#投資#仮想通貨#資産運用#ドル#借金#外為#お金持ち#億り人#副業#経済的自由#不労所得#貯金#成長株#投資女子#トレード#暴落#大損#投資信託#バイナリー#自動売買#ロボアドバイザー#女社長#ビジネス https://t.co/SHoh68yH4e",1.04E+18,サムのFX,Japan
"A good summary from outside.

https://t.co/Mh7gwx6QdI",1.10E+18,💧Huw4Hume,"Bundanoon, New South Wales"
Climate sceptic ex-PM Abbott falls in Australia election - CNA: https://t.co/cuxiR7VZB0 #auspol #australiapm,1706358680,PM of Australia News,Australia
@lenoretaylor and then there's big data https://t.co/MFGqiH26uP,2962112305,"Scooter Bodgie goes bot, bot, bot",Magnetic Island
"'The new Bob Hawke'
Fmd 📣🗣️ is praised for drinking beer watching his NRL team play the day after election https://t.co/yiwytcHnFc Oh, FFS. This is the standard of journalism that bought us to today. The only similarity Morrison has with Hawke is that they both stood up to piss",781338816,💧 Perorationer,
Scott Morrison: How Australia's PM built a 'miracle' election win - https://t.co/9HRBO7pSSD,8.16E+17,greeen,
"Did the rich vote the LNP in? Below is the socioeconomic profile breakdown of the Liberal gain areas of Lindsay, Herbert, Braddon and Australia-wide. Red = poorer populations, Yellow = very rich, Orange = middle band. /1 #auspol #ausvotes https://t.co/oiQ3GAGPKt",7.44E+17,Jarryd Bartle,"Melbourne, Victoria"
VISIT WEBSITE Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/HP1OvVyi4S AMERISLAMUNDERWAY https://t.co/Di4INMeo7g,133959400,jim@njslea,
The ALP shouldn’t have to explain their ‘fairness’. Hell no! Workers all over Australia should know that voting for Labor means fairness. The ALP has a crisis of identity if their workers didn’t vote for them. https://t.co/LgSiSOhO1H,1.10E+18,Rosie,"Perth, Western Australia"
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? | Brigid Delaney https://t.co/JwkgdoPc4y",1408380302,Countess de Cashe,SYDNEY AU
@ItsBouquet Anybody hear the end of Scummo's speech on election night? Finished with God Bless Australia. If this devolves into the American style crap I won't be able to cope.,1365752984,💧Robbie #ILikeBill of Melbourne,Australia
Coalition plans fresh $1.5 billion public service cuts to fund election promises https://t.co/FPYbahHwNs,164178673,Ed Hunter,Australia
"@ALeighMP @ABC_NewsRadio Shorten was the worst choice you made for a leader. Just remember politicians are voted by the people for the people and NOT for themselves, which labour did and embarrassingly lost the election they couldn’t lose. Arrogance wil",1.02E+18,allroch,
"Coal use in Asia set to increase, not decrease. Australia - world's largest exporter of coal (37% of total) - helps fuel this demand: election result shows insufficient voter appetite for meeting climate change targets. Ditto India (fastest growing coal consumer) https://t.co/PdVcHD6Tki",344169256,dominic carman,"London, England"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/9ON6j3sp8F,131188777,BBC World News,
Australia's conservative coalition secures parliamentary majority: Australia's conservative… https://t.co/Ecw1H2nIqG,7.10E+17,Timeline,"Dordrecht, Nederland"
"An article by our very own @maartenijzerman and @KimCreatif, ‘Improving Australia’s health system beyond the election’ https://t.co/ZLsCC3PiG4 #healtheconomics #healthcare",1.01E+18,Health Economics Unit,University of Melbourne
.@william_joz asks @SimonPressley what the election result means for property buyers in Australia #ausbiz #ausecon https://t.co/2uVUq7X2JP,7.68E+17,Savings.com.au,Australia
"Exit Poll Results 2019; Lok Sabha Election LIVE Updates: 56 exit polls proved wrong in Australia last week, tweets Shashi Tharoor - Firstpost https://t.co/MESCOuGS0S",1.10E+18,jayanthpem@gmail.com,
"""Scott Morrison: How Australia's PM built a 'miracle' election win"" https://t.co/KgIu0q3493",8.60E+17,Petit Micron,France
"@viking369 @clairlemon Not sure about Australia, but in United States there's some sentiment that Immigrants should be safe d voters and anyone vote for r is betraying herself.",50364488,JackWarran,
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/8ahSlh2A6y,18270633,interestingnews,
@DennisRWilliam3 @SidneyPowell1 @PoliticalShort @realDonaldTrump The election in Australia was just won by an anti-socialist that had Donald Trump vs. Hillary type odds... so now might be a great time to declassify. Especially if this new head of state is,1.11E+18,@hereforpolitics,United States
Reuters:  Australia's conservative coalition secures parliamentary majority https://t.co/rNSj3rf0aS,16492455,NewsBlogged,Worldwide
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/6GTTePARZy,119603478,ロイター.co.jp,"Tokyo, Japan"
Australia's conservative coalition secures parliamentary majority https://t.co/kal1fxme7w,64319067,RANJAN BUDA.,
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/MLh6t1Zm2c,1.12E+18,ニュースシェア,
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? | Brigid Delaney https://t.co/DYtfpRLF3L",175238215,Prince Fed up,Australia
"2019 #Australia election: #Morrison's coalition close to shock majority. His conservative coalition has defied polls and is leading with 77 seats, the Australian Electoral Commission says. Only 76 are needed for a majority. https://t.co/lcKFeRdx7G  #auspol",54182296,OriginalBADYOGAKITTY,worldwide
"@MeraCaptain it's quite expensive to vote here, so we didn't actually cast a vote for anyone! but I really enjoyed Greece's performance this year, so that was probably my personal pick. Australia's was also great, and I enjoyed Romania's performance even ",4875938414,🌟 ᵗᵉˡᵒᵏᵃ ᵇᵉʳʳʸ 🌟,"Sunshine Coast, Queensland"
"The Far-Left Lost an ""Unlosable"" National Election in Australia Last Night and It's Glorious https://t.co/04ITW03rnQ",1.02E+18,OneforYah,Edge of the World Tasmania.
"""This election was not won for the Coalition by racist Queenslanders; it was won for the Coalition by wealthy Australians terrified of having to share"" writes @bvrcoe #AusPol #AusVotes https://t.co/w2GiEH6msY",250664223,PT User,"Melbourne, Australia"
"Shares in Australia's ANZ, Commonwealth Bank jump after conservatives re-elected https://t.co/fSixaHthVG by @ReutersUK",21287212,FintechBot,"Sheffield, England"
"豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト １８日に投開票された豪総選挙は、モリソン首相率いる与党・保守連合が下院（定数１５１）で単独過半数を獲得する見通しとなった。無所属議員などの協力を得ずに政策を推し進めることが可能になる。

 https://t.co/AhzQtJczoV",100406819,toritube,tokyo
